t_s,h1_meas_m,h1_est_m,h2_est_m,h2_real_m,error_obs_cm,h3_meas_m,h3_est_m,ref_m,u1,u3,z_int,error_ctrl_cm
22.0,0.0878,0.08071038532985454,0.06569598308504086,0.0905,-2.4804016914959135,0.0827,0.06410260000871533,0.1,0.652085872384637,0.03476602437975795,0.0,-3.430401691495914
24.0,0.0941,0.08696978584855809,0.07073846700450395,0.0905,-1.9761532995496045,0.0921,0.06959589624545265,0.1,0.39533584662872606,0.01925846008708929,0.0,-2.9261532995496053
26.0,0.1101,0.09488250887813093,0.07743790607904864,0.1002,-2.2762093920951356,0.1017,0.07611397428823749,0.1,0.6196846439458497,0.038632786575441065,0.0,-2.256209392095136
28.0,0.0943,0.095290436280986,0.08116781003767663,0.1002,-1.9032189962323365,0.1017,0.08075406874178426,0.1,0.7822080001339408,0.04526953510555847,0.0,-1.8832189962323373
30.0,0.1038,0.100058123746091,0.08509911349551315,0.1096,-2.4500886504486856,0.1017,0.08475744607071076,0.1,0.6384265144452255,0.03309386016619775,0.0,-1.4900886504486857
32.0,0.1196,0.10865006860313248,0.09084569644565847,0.1097,-1.8854303554341534,0.1113,0.09022580538542448,0.1,0.49923560986234733,0.027076272818024966,0.0,-0.9154303554341534
34.0,0.1164,0.1130765425921765,0.09596380499296561,0.116,-2.003619500703439,0.121,0.09626110332475664,0.1,6.6510178263334926e-06,1.576626360279234e-05,0.0,-0.4036195007034393
36.0,0.1228,0.11635406607097411,0.10073488644579161,0.1288,-2.806511355420839,0.1177,0.10040091757021676,0.1,1.1546485166218485e-06,3.042352508416371e-06,0.0,0.07348864457916021
38.0,0.1228,0.11395621312803439,0.10505924989375715,0.1256,-2.0540750106242847,0.1242,0.10487566915934061,0.1,1.2608859662105849e-06,3.372916769523068e-06,0.0,0.505924989375714
40.0,0.1131,0.1107775871072545,0.10616396951932712,0.1193,-1.3136030480672884,0.1145,0.10608125232712037,0.1,6.792277864642302e-07,1.722530709914487e-06,0.0,0.6163969519327115
42.0,0.1196,0.11030652288150902,0.10802307157905447,0.1223,-1.4276928420945536,0.121,0.10864119375514959,0.1,9.096240158648378e-07,2.3678306215583777e-06,0.0,0.8023071579054464
44.0,0.1131,0.10873428411040856,0.1078528720473365,0.116,-0.8147127952663508,0.1114,0.1083139676407323,0.1,7.383754656698103e-07,1.8900686929420252e-06,0.0,0.7852872047336492
46.0,0.1164,0.10850575336721766,0.1084802885924524,0.1193,-1.0819711407547603,0.1179,0.10960894889703758,0.1,1.3538636555892688e-06,3.6716384383468177e-06,0.0,0.8480288592452395
48.0,0.1101,0.10698377826467885,0.10743475949207787,0.1128,-0.5365240507922129,0.1082,0.1082466272708135,0.1,4.338767287991331e-06,1.4270735679060647e-05,0.0,0.7434759492077864
50.0,0.1006,0.10402837951655997,0.1056777713880789,0.116,-1.03222286119211,0.1147,0.10841745443424697,0.1,6.867036066557288e-06,9.686643386297368e-05,0.0,0.56777713880789
52.0,0.1068,0.10304859527929947,0.1044520740436251,0.1096,-0.5147925956374908,0.105,0.10652514469271974,0.1,0.08649525320944267,0.014247877004898032,0.0,0.445207404362509
54.0,0.1006,0.10107407336066057,0.10284475335579403,0.1002,0.2644753355794033,0.108,0.10562610941822509,0.1,0.4715421985825069,0.03745147874128871,0.0,0.28447533557940247
56.0,0.091,0.09829498503410015,0.09976886277022044,0.1033,-0.353113722977956,0.1017,0.103374645799682,0.1,0.45393480235481637,0.02880537638498649,0.0,-0.023113722977956275
58.0,0.1036,0.1025884506052961,0.09919771043533558,0.1065,-0.7302289564664416,0.1048,0.10285340122484624,0.1,0.34869300217141747,0.02190098015943732,0.0,-0.0802289564664424
60.0,0.107,0.10581244090091706,0.09937471163521626,0.1128,-1.3425288364783738,0.1017,0.10170290977184848,0.1,0.4228085875808178,0.028494112565261794,0.0,-0.06252883647837465
62.0,0.0973,0.1049271517647373,0.09885943498086766,0.1097,-1.0840565019132344,0.108,0.1019356006625598,0.1,0.49877899634766587,0.03197172919710801,0.0022811300382646893,-0.11405650191323446
64.0,0.1006,0.10557982810288039,0.09846115366375845,0.1033,-0.4838846336241556,0.1017,0.10086655192901402,0.1,0.6599545005591548,0.040428012673174044,0.005358822710747807,-0.1538846336241559
66.0,0.0941,0.10532401273874803,0.09750927538437815,0.1065,-0.899072461562185,0.1048,0.10061143213183799,0.1,0.31350517005085754,0.015489929200719855,0.010340271941991525,-0.24907246156218588
68.0,0.1164,0.11136002640664242,0.09976210903601168,0.1033,-0.35378909639883216,0.105,0.10110527078415987,0.1,0.13192095182831165,0.010576416603430889,0.010816053869968173,-0.02378909639883242
70.0,0.1101,0.11074964271124622,0.10112140080132359,0.1065,-0.5378599198676406,0.105,0.10117030637643845,0.1,0.06865990346227198,0.010775953893942232,0.008573252267321002,0.11214008013235854
72.0,0.1068,0.10804510904579562,0.10186953429726776,0.1096,-0.7730465702732239,0.108,0.10188583125392146,0.1,0.1359940204230403,0.016632740400872457,0.004834183672785486,0.1869534297267758
74.0,0.1006,0.10450497256313557,0.10160678595076253,0.1128,-1.1193214049237468,0.1113,0.10306043406842905,0.1,0.4351354510654905,0.034260986488692795,0.0016206117712604384,0.16067859507625237
76.0,0.0943,0.10132625229013578,0.09965748818904525,0.1065,-0.6842511810954743,0.1017,0.10170259111029632,0.1,0.6720849714232955,0.043193483846330503,0.0023056353931699414,-0.03425118109547515
78.0,0.0973,0.10249653255489755,0.09793303706391844,0.1096,-1.1666962936081562,0.0953,0.09943025395845442,0.1,0.517793808739405,0.028386941744512315,0.006439561265333071,-0.2066962936081565
80.0,0.1101,0.10818344278257462,0.09863199172902322,0.1096,-1.0968008270976783,0.0985,0.09880646153383559,0.1,0.2575496053647598,0.01458864239886926,0.009175577807286645,-0.13680082709767866
82.0,0.1101,0.11062880545077704,0.10021763180115903,0.1097,-0.9482368198840976,0.108,0.1002949632183777,0.1,0.03522613327333734,0.006063199842343636,0.008740314204968597,0.021763180115902392
84.0,0.1101,0.10978935158055542,0.10184853106387849,0.1128,-1.0951468936121507,0.1113,0.10207601803961913,0.1,0.08928900969236482,0.014204108851196159,0.005043252077211624,0.18485310638784863
86.0,0.1038,0.10575696991112352,0.10177795403961973,0.1193,-1.7522045960380275,0.1048,0.10185265079428443,0.1,0.2672345132318116,0.024753939411243223,0.0014873439979721792,0.17779540396197224
88.0,0.0973,0.10239323023055291,0.10072850914887112,0.1096,-0.8871490851128885,0.108,0.10234892907445985,0.1,0.43191096533949175,0.03160558761854551,3.0325700229955066e-05,0.0728509148871112
90.0,0.1006,0.10236616284508403,0.09952033019387024,0.1033,-0.37796698061297596,0.0985,0.10074475279057342,0.1,0.6139016615121135,0.039437254102277115,0.0009896653124894794,-0.04796698061297622
92.0,0.0941,0.10254153678281061,0.09811355479477175,0.1065,-0.8386445205228243,0.1048,0.1007825380044418,0.1,0.37063767752458254,0.020308606369154283,0.0047625557229459825,-0.18864452052282515
94.0,0.1101,0.1077014833082714,0.099444004485123,0.1065,-0.7055995514876998,0.108,0.10192052522567223,0.1,0.5899715753670444,0.038382062951796116,0.005874546752699994,-0.05559955148770057
96.0,0.0941,0.10517085447199442,0.0980782491309897,0.1096,-1.1521750869010305,0.0985,0.1000523981786613,0.1,0.2714782644011302,0.014571778662435541,0.00971804849072061,-0.1921750869010308
98.0,0.1131,0.10983411490587743,0.10022699084155509,0.1097,-0.9473009158444914,0.1113,0.10217266522245098,0.1,0.00551407869673505,0.0037670470160246355,0.009264066807610438,0.022699084155508586
100.0,0.1101,0.10931295206604359,0.10205244745136925,0.116,-1.3947552548630755,0.1145,0.10420602598003663,0.1,0.06724245645422144,0.01338165053478015,0.005159171904871945,0.20524474513692464
102.0,0.1036,0.10498975869464779,0.10194159179102731,0.1097,-0.7758408208972695,0.105,0.10349105451031256,0.1,0.28599929548162856,0.026483819778689258,0.001275988322817334,0.19415917910273056
104.0,0.1004,0.10207705603053113,0.100663026448268,0.1128,-1.2136973551732002,0.0987,0.1016221269373924,0.1,0.6237950150222878,0.04333546498769068,-5.006457371864448e-05,0.06630264482679893
106.0,0.091,0.10025169216683906,0.09834448138991456,0.1065,-0.8155518610085442,0.1017,0.10074661894659308,0.1,0.4957653090141503,0.028326750942005253,0.0032609726464522537,-0.1655518610085449
108.0,0.1068,0.10550572741948078,0.09883129144793294,0.1033,-0.44687085520670605,0.105,0.1012875936946453,0.1,0.24177998641802406,0.014257133008869341,0.00559838975058638,-0.11687085520670631
110.0,0.1101,0.10847174432531896,0.10026331106411156,0.1065,-0.623668893588844,0.1082,0.1022901036843214,0.1,0.021590219152453953,0.0057510363668963616,0.005071767622363277,0.02633110641115516
112.0,0.1101,0.10805926087908226,0.10180673302885145,0.1128,-1.0993266971148552,0.1114,0.10367249134968944,0.1,0.0751684885951907,0.01373990582606995,0.001458301564660397,0.180673302885144
114.0,0.1038,0.10435490589143627,0.10170289157415419,0.1065,-0.47971084258458113,0.105,0.10315448920494114,0.1,0.2525503695867113,0.024249374505142487,-0.0019474815836479642,0.17028915741541806
116.0,0.0973,0.10120737558138185,0.10064625391902926,0.1096,-0.8953746080970743,0.1082,0.1034294835995606,0.1,0.28464264347814605,0.02276253727082558,-0.003239989421706474,0.06462539190292549
118.0,0.1006,0.10151979644633366,0.10026343176913598,0.1033,-0.30365682308640257,0.1113,0.1044541113324801,0.1,0.49307625407843014,0.03485370811628827,-0.0037668529599784173,0.026343176913597166
120.0,0.0941,0.10046534523897803,0.09871416971182198,0.1065,-0.7785830288178017,0.105,0.1035628755348412,0.1,0.5623876486726281,0.03499187609861871,-0.0011951923836223677,-0.12858302881780248
122.0,0.0973,0.10234824493990495,0.098101588200461,0.1002,-0.2098411799538999,0.108,0.1036934073922514,0.1,0.6617971718489505,0.03951376718561873,0.0026016312154556465,-0.1898411799539007
124.0,0.1038,0.10519433664170712,0.0973965876559008,0.1096,-1.2203412344099205,0.0888,0.09952457555074237,0.1,0.2651800458407652,0.01256781400522249,0.00780845590365406,-0.2603412344099207
126.0,0.1131,0.11045778240525103,0.09994369276925658,0.1128,-1.2856307230743422,0.1145,0.1024873654208858,0.1,0.0006212714682943652,0.0025608671709657195,0.00792107036514092,-0.00563072307434298
128.0,0.1101,0.10951351321135722,0.10194263587040066,0.116,-1.4057364129599348,0.1147,0.10449392270068815,0.1,0.05370309963913108,0.012612497661198215,0.004035798624339615,0.19426358704006524
130.0,0.1036,0.10495358860695202,0.10189875739610292,0.1193,-1.7401242603897082,0.1048,0.10369239620053619,0.1,0.24123958390554312,0.02396627265644731,0.00023828383213378435,0.18987573961029153
132.0,0.0973,0.1013256008823478,0.10086081900611137,0.1128,-1.1939180993888632,0.1082,0.10385624245541723,0.1,0.31577284006973083,0.02501731619456259,-0.001483354180088936,0.08608190061113602
134.0,0.1036,0.1019139379593403,0.10023933151921735,0.1033,-0.30606684807826523,0.1017,0.10276934196905804,0.1,0.5196011540667455,0.03597701769029913,-0.001962017218523626,0.023933151921734508
136.0,0.0941,0.10100529476989104,0.09870303720818514,0.097,0.17030372081851403,0.1048,0.10235461079899277,0.1,0.8835849975264224,0.05457642555841995,0.0006319083651060986,-0.12969627918148624
138.0,0.088,0.10073241867836168,0.09621486416853359,0.1002,-0.39851358314664104,0.0985,0.10046770412307048,0.1,0.6502184076983781,0.03244102446182245,0.008202180028038936,-0.37851358314664185
140.0,0.1101,0.10864918102561141,0.0975099867807863,0.1097,-1.2190013219213702,0.1017,0.10043709861803639,0.1,0.07968908188236634,0.0011975267193611466,0.01318220646646634,-0.2490013219213702
142.0,0.1228,0.11443550122548188,0.10116007167102639,0.113,-1.1839928328973612,0.1082,0.10196181138130848,0.1,3.1100824698668e-06,1.0423472810078453e-05,0.010862063124413568,0.11600716710263859
144.0,0.1101,0.11034263619937891,0.10336397918780624,0.1193,-1.5936020812193765,0.1177,0.10472709082181828,0.1,3.7473464778114284e-06,1.5232889385196748e-05,0.004134104748801104,0.3363979187806232
146.0,0.1068,0.10633594198626434,0.10364683746944069,0.1096,-0.5953162530559317,0.1082,0.10476905907053669,0.1,9.734899707912081e-06,0.0004991655548706639,-0.0031595701900802575,0.3646837469440681
148.0,0.1006,0.10259554121840639,0.10290288651455703,0.1128,-0.9897113485442963,0.1113,0.10538240686401325,0.1,0.0030590718068440924,0.00943602807204462,-0.008965343219194316,0.29028865145570293
150.0,0.1038,0.10068295960360163,0.10212313647304742,0.1193,-1.717686352695258,0.1048,0.10449568965414252,0.1,0.18155366251230334,0.02148372915702151,-0.013211616165289153,0.21231364730474184
152.0,0.0973,0.09812855239046657,0.10072535746928606,0.1096,-0.8874642530713948,0.108,0.1044594417274813,0.1,0.46557290106087607,0.035929491605111274,-0.014662331103861254,0.07253574692860504
154.0,0.1006,0.09838995050827748,0.09865167428643,0.1033,-0.46483257135700035,0.0888,0.10017016390227622,0.1,0.637337211743731,0.040758562994531726,-0.011965679676721241,-0.1348325713570006
156.0,0.0941,0.10004505388822582,0.09724357060377405,0.1065,-0.9256429396225951,0.1048,0.10052634171348131,0.1,0.37225822141891635,0.020223200222881186,-0.006452820884269322,-0.27564293962259595
158.0,0.1101,0.1060317416892549,0.0986750022664277,0.1065,-0.7824997733572301,0.108,0.10182875425820623,0.1,0.2330935210534958,0.01620652261844372,-0.0038028254171247056,-0.13249977335723084
160.0,0.1038,0.10620872647265164,0.09961375307462177,0.1002,-0.0586246925378231,0.1113,0.10315722264616096,0.1,0.33152728157826683,0.025482483578342232,-0.0030303315663682273,-0.03862469253782391
162.0,0.1006,0.10418121000347758,0.09930216292404076,0.1033,-0.3997837075959243,0.1017,0.10196370115614677,0.1,0.5379979355400182,0.0367503060956532,-0.0016346574144497361,-0.06978370759592456
164.0,0.0941,0.10247959649000994,0.09820966451262916,0.1065,-0.8290335487370835,0.105,0.10175364139131624,0.1,0.5942963057208546,0.03604155117966594,0.0019460135602919482,-0.1790335487370842
166.0,0.0973,0.1039907417176451,0.0978822662485954,0.1096,-1.17177337514046,0.108,0.10239510334374276,0.1,0.41233899197510815,0.02313623897499599,0.006181481063101152,-0.21177337514046018
168.0,0.1068,0.10748117569199797,0.09903947957904229,0.1065,-0.7460520420957711,0.108,0.10306936440172074,0.1,0.32051454760666326,0.02076324560125385,0.00810252190501659,-0.09605204209577195
170.0,0.1038,0.10742019471797767,0.09979148590228547,0.1096,-0.9808514097714536,0.108,0.1034050175975401,0.1,0.4110078018435067,0.028496648094970305,0.008519550100445666,-0.020851409771453777
172.0,0.0973,0.10514348349101812,0.09948474691191543,0.1096,-1.0115253088084573,0.1082,0.10356451635432114,0.1,0.495555033593871,0.032240710393810525,0.009550056276614816,-0.05152530880845746
174.0,0.1006,0.10511644967800736,0.09911127065171337,0.1033,-0.4188729348286638,0.1017,0.10241700699763764,0.1,0.6520961042993615,0.04023768122985451,0.011327514973188096,-0.08887293482866404
176.0,0.0943,0.10458490584296144,0.09815755696811389,0.1063,-0.8142443031886117,0.105,0.1021574492239498,0.1,0.396527496221382,0.021019275321981824,0.015,-0.1842443031886118
178.0,0.1101,0.10909205240579338,0.09972488075811789,0.1065,-0.6775119241882108,0.108,0.10308508110096387,0.1,0.302169078353638,0.0197846128929989,0.015,-0.02751192418821158
180.0,0.1038,0.10830239917751258,0.10043195255876163,0.1096,-0.9168047441238378,0.108,0.10346972230135197,0.1,0.29736895820550935,0.021734311614895006,0.01413609488247676,0.043195255876161964
182.0,0.1006,0.10628959495831239,0.10069180009939682,0.1033,-0.2608199900603181,0.1113,0.10445770785489004,0.1,0.3373192048696661,0.024598705407942217,0.012752494683683127,0.06918000993968165
184.0,0.1038,0.10547569536956529,0.10056022255913012,0.1065,-0.5939777440869876,0.1017,0.1032029074874031,0.1,0.7141410243639227,0.04742030984304197,0.011632049565422894,0.05602225591301163
186.0,0.0849,0.10131262784160595,0.09814095509521133,0.1096,-1.1459044904788676,0.108,0.10318484791064887,0.1,0.5506564941800604,0.02984907956658474,0.015,-0.18590449047886787
188.0,0.1101,0.10728724905755387,0.09886117423754226,0.1096,-1.0738825762457744,0.0985,0.10185553438364692,0.1,0.18621150299299763,0.009564400097133467,0.015,-0.11388257624577458
190.0,0.1131,0.11055808983950596,0.10108926676519903,0.1096,-0.8510733234800977,0.1113,0.10362559458974374,0.1,0.039140849742581744,0.007699255267805754,0.012821466469601958,0.10892667651990207
192.0,0.107,0.1079768900749797,0.10225277379041758,0.1097,-0.7447226209582423,0.1113,0.10470129819316176,0.1,3.5346281791069377e-06,1.3584109248414566e-05,0.008315918888766802,0.22527737904175782
194.0,0.1131,0.1063105477223823,0.10397821883721288,0.116,-1.2021781162787126,0.1145,0.10646828254834602,0.1,4.839990126474751e-06,2.546153681540946e-05,0.0003594812143410536,0.3978218837212874
196.0,0.1068,0.10363037917601796,0.10363564989860144,0.1096,-0.5964350101398563,0.1048,0.1054462914457355,0.1,0.35008284359532593,0.031332684517392885,-0.0069118185828618145,0.3635649898601434
198.0,0.088,0.09782348754136534,0.10012201062100495,0.1128,-1.2677989378995045,0.0985,0.10276114483313889,0.1,0.4012228642818679,0.028524013202983558,-0.00715583982487171,0.012201062100494764
200.0,0.1036,0.10046531644529681,0.09945800037232347,0.1065,-0.704199962767653,0.1017,0.10216280548831312,0.1,0.8731413475665408,0.05646385610268751,-0.006071840569518636,-0.05419996276765371
202.0,0.0849,0.09846285862087115,0.09613560973338633,0.1097,-1.356439026661367,0.0953,0.09961032338686582,0.1,0.81390128608691,0.043322377947129724,0.0016569399637087062,-0.3864390266613671
204.0,0.1038,0.10552691453179698,0.09628586144909618,0.1065,-1.021413855090382,0.0985,0.09908100033365382,0.1,0.27502075217836713,0.009851994457822585,0.009085217065516363,-0.3714138550903828
206.0,0.1164,0.11256753028825732,0.09960322817157524,0.1128,-1.3196771828424756,0.1145,0.10230748930991208,0.1,4.9758867848955285e-06,1.5192224311922115e-05,0.00987876072236589,-0.039677182842476344
208.0,0.1101,0.1108682535964143,0.10249527515581534,0.113,-1.0504724844184659,0.1242,0.10642399885793843,0.1,2.3901046999086673e-06,6.9725659874641956e-06,0.004888210410735214,0.2495275155815338
210.0,0.1101,0.10729478296989059,0.10458853835732627,0.116,-1.141146164267373,0.1242,0.10959858624098372,0.1,1.1087220874055452e-06,2.9837041257580678e-06,-0.004288866303917324,0.4588538357326269
212.0,0.1164,0.10637520970018242,0.10608812351779999,0.1193,-1.3211876482200013,0.1145,0.11012588631707995,0.1,1.3885012562795747e-06,4.290206847833797e-06,-0.015,0.6088123517799984
214.0,0.0973,0.1021426019747411,0.10487171068215964,0.1097,-0.48282893178403646,0.121,0.11145649345662169,0.1,2.523263660167071e-06,7.631094761000515e-06,-0.015,0.48717106821596357
216.0,0.1131,0.1023883018233103,0.10526030304488211,0.116,-1.0739696955117894,0.1113,0.11073119411107009,0.1,2.5988371102792806e-05,0.005188118317877689,-0.015,0.5260303044882106
218.0,0.0941,0.09861603514317983,0.10249287880975283,0.1096,-0.7107121190247173,0.1048,0.10818842976175418,0.1,0.2590317849620888,0.026100113671158155,-0.015,0.24928788097528243
220.0,0.0973,0.09650872422565267,0.1002674055668537,0.1128,-1.2532594433146291,0.0985,0.10501054500677942,0.1,0.3189557191492642,0.025218947077460856,-0.015,0.02674055668537012
222.0,0.1038,0.09882605085577865,0.09951880762050921,0.1033,-0.37811923794907887,0.1017,0.10371617110238542,0.1,0.5052845620787135,0.03522927991935744,-0.014037615241018417,-0.04811923794907913
224.0,0.0941,0.09887789944735241,0.09801368302420907,0.097,0.10136830242090666,0.105,0.10313303400838156,0.1,0.5850546493276031,0.03639307561717494,-0.010064981289436545,-0.1986316975790936
226.0,0.1006,0.10179294692871836,0.09735133599224684,0.1,-0.2648664007753168,0.0985,0.10141315249742097,0.1,0.6647861811682703,0.039390902348475296,-0.0047676532739302085,-0.2648664007753168
228.0,0.0973,0.10377097107346527,0.09681515033286808,0.1002,-0.33848496671319145,0.1017,0.1007226641772269,0.1,0.4227177733050122,0.02243942308144796,0.0016020460603336367,-0.31848496671319226
230.0,0.1101,0.1085519852138208,0.09845948922342644,0.1065,-0.8040510776573556,0.1048,0.10122759190118545,0.1,0.147191249946218,0.009682607110949442,0.004683067613480765,-0.15405107765735643
232.0,0.107,0.10899696751775795,0.1004811388689506,0.1033,-0.28188611310493994,0.1177,0.10421083514906919,0.1,0.16083313329091858,0.016273690652572427,0.0037207898755795693,0.0481138868950598
234.0,0.1006,0.10524748293549346,0.10081481807546308,0.1128,-1.1985181924536916,0.1113,0.10487551787932628,0.1,0.20650601432894103,0.019447223193921677,0.002091153724653419,0.08148180754630752
236.0,0.1038,0.10359183004196265,0.10081487888040039,0.1193,-1.8485121119599615,0.105,0.1042025259143956,0.1,0.3424985653101683,0.027121434327952824,0.0004613959638526538,0.08148788804003826
238.0,0.0973,0.1016802178392385,0.09998747717059235,0.1096,-0.9612522829407653,0.1082,0.10428939924676123,0.1,0.654334835780029,0.043921551385051924,0.000486441622667963,-0.001252282940765459
240.0,0.091,0.10018587635629178,0.09791675986975032,0.1033,-0.5383240130249684,0.1017,0.1027493832028405,0.1,0.5173384515595387,0.028998271667513394,0.004652921883167335,-0.2083240130249686
242.0,0.1068,0.10544714453996776,0.09859949421724376,0.1033,-0.47005057827562424,0.105,0.10284222824319761,0.1,0.00030773305237152175,0.00022181589293014973,0.007453933448679825,-0.1400505782756245
244.0,0.1196,0.1104223342552684,0.10180829814533157,0.1128,-1.0991701854668425,0.1145,0.10516137862065493,0.1,3.2688228843082937e-06,1.2402389336956401e-05,0.003837337158016693,0.1808298145331566
246.0,0.1068,0.10629785444615383,0.10338979864961009,0.1097,-0.6310201350389912,0.121,0.1078287261462137,0.1,8.664230567931743e-06,0.0002570831485303912,-0.0029422601412034816,0.33897986496100874
248.0,0.1006,0.10238425826860573,0.10277648083719124,0.1128,-1.002351916280876,0.1113,0.10761871888745346,0.1,0.2071685364975569,0.02232746580010411,-0.008495221815585943,0.2776480837191231
250.0,0.0941,0.09836024835509695,0.10073234947234513,0.1193,-1.8567650527654869,0.105,0.1059070584247516,0.1,0.3582611571765089,0.028510023820849703,-0.0099599207602762,0.07323494723451285
252.0,0.0973,0.09828202410325061,0.09954273807234572,0.1096,-1.0057261927654284,0.108,0.10558016540810494,0.1,0.6577834802345743,0.04399469879779851,-0.009045396904967626,-0.04572619276542872
254.0,0.091,0.0980832257084019,0.09735933033573069,0.1033,-0.5940669664269316,0.1017,0.10370099836896282,0.1,0.5099364395121622,0.02855463602954705,-0.003764057576428989,-0.26406696642693184
256.0,0.107,0.1040469524199962,0.09806439446707614,0.1128,-1.4735605532923857,0.1048,0.10347763271105441,0.1,0.08886952524585588,0.004948688918579221,0.00010715348941874037,-0.19356055329238647
258.0,0.1196,0.10919527047579473,0.10070109222491155,0.113,-1.229890777508845,0.1048,0.10346847337249658,0.1,5.208596055720062e-06,2.2630644949003768e-05,-0.0012950309604043558,0.07010922249115481
260.0,0.1068,0.10632030500434143,0.10245398939825384,0.1096,-0.7146010601746161,0.121,0.10656441308196483,0.1,1.7334018914885737e-05,0.00316260656883202,-0.0062030097569120285,0.24539893982538363
262.0,0.1006,0.10232759428088323,0.10209601933053962,0.1128,-1.0703980669460378,0.1113,0.1066474138717975,0.1,0.042382486295087785,0.012290065722329891,-0.010395048417991257,0.2096019330539614
264.0,0.1036,0.10027773257833841,0.10154919413944713,0.1193,-1.7750805860552874,0.105,0.10546865834602397,0.2,0.9999757643239028,0.12210409381812674,0.0,-9.845080586055289
266.0,0.0973,0.09809286155751643,0.10031858001722954,0.1097,-0.9381419982770465,0.1082,0.10523667011955735,0.2,0.9999972583705198,0.15580112523974998,0.0,-9.968141998277048
268.0,0.1164,0.1099093668312859,0.10169437323842415,0.1097,-0.8005626761575859,0.1114,0.10713385975781851,0.2,0.999997842882871,0.18786506161467223,0.0,-9.830562676157587
270.0,0.1196,0.11880158600348865,0.1043643909452987,0.1223,-1.7935609054701305,0.1177,0.11019557874700868,0.2,0.9999974906868417,0.16980567789633194,0.0,-9.563560905470132
272.0,0.1291,0.12717178962957565,0.10877385333494131,0.1225,-1.3726146665058683,0.1274,0.11512921133940181,0.2,0.9999962123969393,0.12816604909826118,0.0,-9.12261466650587
274.0,0.1419,0.13598312851588837,0.11445454844409558,0.1352,-2.0745451555904406,0.1306,0.11965437804493917,0.2,0.9999922127965449,0.08821527070847307,0.0,-8.554545155590443
276.0,0.1449,0.14343139836507837,0.12064071378575195,0.1385,-1.7859286214248065,0.1466,0.12615525935237848,0.2,0.999676955171401,0.057511997857806064,0.0,-7.935928621424806
278.0,0.1544,0.15112308852988146,0.12717761310283995,0.1511,-2.392238689716006,0.1499,0.13162931162887426,0.2,0.8617967216661477,0.04542381970775539,0.0,-7.282238689716006
280.0,0.1614,0.15846267563592698,0.1334427737703512,0.1541,-2.06572262296488,0.1499,0.13567581249769836,0.2,0.6675759662731646,0.03588466963966346,0.0,-6.655722622964882
282.0,0.1715,0.16457854431961522,0.14035559812943685,0.1577,-1.734440187056316,0.1567,0.14048604816614396,0.2,0.6348075504384916,0.03806500537136489,0.0,-5.964440187056316
284.0,0.1715,0.16709967766530842,0.14632693959777582,0.1679,-2.1573060402224176,0.1631,0.14560365344568826,0.2,0.6299464149352717,0.03898292894332379,0.0,-5.367306040222419
286.0,0.175,0.16989454395140846,0.15199539189099387,0.1713,-1.9304608109006138,0.1733,0.15194729441230997,0.2,0.6799315833463241,0.04254584490179317,0.0,-4.800460810900614
288.0,0.1783,0.17301301033036828,0.15699415697041982,0.1713,-1.4305843029580183,0.1767,0.15766380118125065,0.2,0.7956537818392677,0.04912868887722066,0.0,-4.300584302958018
