t_s,h1_meas_m,h1_est_m,h2_est_m,h2_real_m,error_obs_cm,h3_meas_m,h3_est_m,ref_m,u1,u3,z_int,error_ctrl_cm
86.0,0.0973,0.10484221721039322,0.09933791056635516,0.113,-1.3662089433644844,0.1116,0.10274671973860744,0.1,0.4567959702609456,0.030469575899778344,0.0018824435448506205,-0.06620894336448468
88.0,0.1004,0.10489283898314943,0.0988225337584717,0.1067,-0.7877466241528297,0.1017,0.10150617527122709,0.1,0.6609032827795274,0.04151900034323562,0.004237376027907219,-0.11774662415282994
90.0,0.0973,0.10495629829800222,0.0975922913233703,0.1097,-1.2107708676629705,0.0955,0.099157869474318,0.1,0.7108132018969849,0.04047237235545772,0.00905279338116663,-0.2407708676629705
92.0,0.1006,0.10766048259303997,0.09730590536470192,0.1097,-1.2394094635298085,0.0987,0.09831146872727561,0.1,0.29350862032906194,0.013014938802927324,0.014440982651762801,-0.2694094635298086
94.0,0.1164,0.11341003897886305,0.09999806099505565,0.1065,-0.6501939004944348,0.1084,0.10019251688935947,0.1,4.361984336551143e-06,1.2625267263137145e-05,0.014444860661651515,-0.0001939004944356837
96.0,0.1133,0.11274045931612632,0.10290854710881005,0.1097,-0.6791452891189959,0.121,0.10406110555188873,0.1,4.648614968670677e-06,1.5375027911514663e-05,0.008627766444031432,0.2908547108810042
98.0,0.1101,0.10879465611427719,0.10406015523397298,0.113,-0.8939844766027022,0.1114,0.10485707786663169,0.1,5.783579257744795e-06,2.1228843855833894e-05,0.0005074559760854802,0.4060155233972976
100.0,0.1038,0.10516286628510262,0.10395857827501544,0.1065,-0.25414217249845605,0.1147,0.10609944330165812,0.1,2.8276228462004345e-05,0.005367985121310526,-0.0074097005739453825,0.39585782750154314
102.0,0.0973,0.1013391647257058,0.10232565261185707,0.1097,-0.7374347388142938,0.1084,0.1054828390885085,0.1,0.052628037363505076,0.012991333268931048,-0.012061005797659508,0.23256526118570625
104.0,0.1006,0.09945685784997625,0.10154879989860809,0.1033,-0.1751200101391917,0.1116,0.10588209492068458,0.1,0.6004199052353828,0.04659807866782512,-0.015,0.15487998986080803
106.0,0.0822,0.0945739447293369,0.09780748752403466,0.1065,-0.8692512475965336,0.105,0.10421040366587214,0.1,0.5398012582246071,0.03209551444191435,-0.010614975048069311,-0.21925124759653442
108.0,0.1101,0.1019405393076148,0.09784391355851567,0.1065,-0.8656086441484329,0.0955,0.10175720583428056,0.1,0.21101506821264945,0.01172944531739896,-0.006302802165100638,-0.21560864414843367
110.0,0.1131,0.10714819999806963,0.09964708323389514,0.1097,-1.005291676610487,0.1082,0.10267027869595782,0.1,0.1509376241591261,0.014253999353928421,-0.0055969686328909,-0.03529167661048688
112.0,0.1006,0.10496539019156421,0.1001787741408677,0.1162,-1.6021225859132293,0.1147,0.10429616433401909,0.1,0.18402322040938918,0.0180786043979307,-0.005954516914626298,0.017877414086769905
114.0,0.1038,0.10351122513120602,0.10025993517724863,0.1065,-0.624006482275137,0.1051,0.1035801141017811,0.1,0.3235668776096655,0.026329334104753823,-0.006474387269123541,0.025993517724862136
116.0,0.0973,0.10160344934692211,0.0995057093841168,0.1097,-1.01942906158832,0.1082,0.10363232656175614,0.1,0.640481284080319,0.043401494151165135,-0.005485806037357141,-0.04942906158832
118.0,0.091,0.10014602381768613,0.09749142886318501,0.1033,-0.5808571136814988,0.1017,0.10208856150126075,0.1,0.507014476310609,0.028590032993909813,-0.000468663763727159,-0.2508571136814991
120.0,0.1068,0.10547991486535097,0.09821982352292469,0.1128,-1.458017647707531,0.1051,0.10220717085659606,0.1,2.800248042489543e-05,8.118708957779704e-05,0.0030916891904234772,-0.1780176477075318
122.0,0.1196,0.11058772003924457,0.10167041003036417,0.1162,-1.4529589969635825,0.1179,0.10525213850580621,0.1,2.470389075981802e-06,8.484222499671848e-06,-0.00024913087030485614,0.16704100303641667
124.0,0.107,0.10663889487276743,0.10326391810714163,0.1097,-0.6436081892858381,0.1211,0.10775979270413402,0.1,6.111979774366608e-06,6.283518040503284e-05,-0.006776967084588095,0.32639181071416196
126.0,0.1006,0.10279010004022522,0.10264751011295119,0.116,-1.335248988704882,0.1114,0.10743595181318004,0.1,0.1724425245006625,0.020058387505002655,-0.012071987310490459,0.2647510112951182
128.0,0.0941,0.09879448140031072,0.10060333676935375,0.1065,-0.5896663230646249,0.105,0.10562641837337716,0.1,0.32768431493540745,0.027201088116206293,-0.013278660849197946,0.060333676935374336
130.0,0.0973,0.09840353986966037,0.09944328643476454,0.1002,-0.07567135652354617,0.1082,0.10526816652341138,0.1,0.6376566699974089,0.04332480867503406,-0.012165233718727006,-0.05567135652354699
132.0,0.091,0.09803740922007623,0.09724663624413428,0.1033,-0.6053363755865724,0.1017,0.10334596641198229,0.1,0.49978482615417263,0.028305718388285814,-0.006658506206995554,-0.2753363755865726
134.0,0.1068,0.10394668966739633,0.09791355214955273,0.1033,-0.5386447850447271,0.105,0.10313888998300717,0.1,2.4195947724084114e-05,7.275242391205431e-05,-0.0024856105061010075,-0.20864478504472733
136.0,0.1196,0.10939687503864877,0.10136396919698251,0.1162,-1.4836030803017486,0.1179,0.10596461033761452,0.1,3.3917397593145135e-06,1.0639578456932718e-05,-0.00521354890006602,0.13639691969825063
138.0,0.1101,0.1064356888149919,0.10339738892203582,0.113,-0.9602611077964187,0.1211,0.10838929864801204,0.1,2.1610928875233208e-06,6.3082732939533405e-06,-0.01200832674413764,0.339738892203581
140.0,0.1131,0.10528173420619115,0.10465625102887925,0.116,-1.1343748971120755,0.1147,0.10898991318879878,0.1,3.1528764016723944e-05,0.002955715953415986,-0.015,0.46562510288792464
142.0,0.0941,0.10058661473918055,0.10222380727393872,0.1097,-0.7476192726061287,0.1051,0.10681215038516904,0.1,0.4426919631353058,0.0372976746202565,-0.015,0.22238072739387132
144.0,0.088,0.09592873787298734,0.09885286715477003,0.113,-1.4147132845229975,0.0987,0.1036247487455516,0.1,0.7539878725927939,0.048666155262122694,-0.012705734309540043,-0.11471328452299784
146.0,0.091,0.09748196737673955,0.09659085779785995,0.1067,-1.0109142202140056,0.1017,0.10227004651050753,0.1,0.5711029725179436,0.030349136577331504,-0.0058874499052599255,-0.34091422021400586
148.0,0.107,0.10469134514697745,0.09739076838942606,0.1034,-0.6009231610573942,0.1051,0.10239805613565438,0.1,0.15243106071691154,0.007166019857638075,-0.0006689866841120412,-0.2609231610573942
150.0,0.1133,0.10920245092425203,0.10000010641467491,0.113,-1.2999893585325093,0.1147,0.10454500919878973,0.1,3.3350921225216754e-06,1.108500726860943e-05,-0.0006691995134618517,1.0641467490524192e-05
152.0,0.1131,0.10822310387420928,0.10254589757008196,0.1193,-1.6754102429918039,0.1179,0.1067387720030557,0.1,3.494751581632703e-06,1.4002528790507068e-05,-0.00576099465362577,0.2545897570081959
154.0,0.1068,0.10491898865664234,0.10292145989642562,0.1097,-0.6778540103574384,0.1084,0.1061908449503674,0.1,9.397804003542325e-06,0.0004144080868022095,-0.011603914446477001,0.29214598964256155
156.0,0.1006,0.10164617774366141,0.10228253897434418,0.116,-1.3717461025655826,0.1114,0.10635854691053162,0.1,0.20960017365050335,0.02251942020164139,-0.015,0.22825389743441754
158.0,0.0943,0.09805128582537936,0.10029780367863786,0.1065,-0.6202196321362139,0.105,0.1048997680917322,0.1,0.3541637914314106,0.028214602738094497,-0.015,0.02978036786378535
160.0,0.0973,0.09822089100700837,0.09916754107342698,0.1002,-0.10324589265730127,0.1082,0.10478450546625191,0.1,0.6491289667080101,0.04351875422445884,-0.013335082146853958,-0.08324589265730209
162.0,0.091,0.09811619494277585,0.09705205069238688,0.1033,-0.6247949307613119,0.1019,0.10306251477789519,0.1,0.4988186707054159,0.028012099694765175,-0.007439183531627716,-0.2947949307613121
164.0,0.107,0.10409904346955598,0.09781904799654437,0.1034,-0.5580952003455639,0.1051,0.10297429187976957,0.1,0.14062871169416466,0.007948745969028918,-0.003077279524716439,-0.21809520034556384
166.0,0.1101,0.10749982236254127,0.10008120879514011,0.1162,-1.6118791204859886,0.1179,0.10560678653178117,0.1,2.7163602377791688e-05,0.0008226063163390678,-0.003239697114996651,0.008120879514010582
168.0,0.1101,0.10626216944929477,0.1017068678803616,0.113,-1.1293132119638407,0.1116,0.10611499513214277,0.1,4.50707599566984e-05,0.006708416136959998,-0.006653432875719831,0.170686788036159
170.0,0.1006,0.1023611987945761,0.10173818837903882,0.1162,-1.4461811620961176,0.1147,0.10696672325091504,0.1,0.006128311404312064,0.010089857859402933,-0.010129809633797462,0.17381883790388158
172.0,0.1068,0.10099792310701394,0.10170148458451549,0.1097,-0.799851541548452,0.105,0.10573587844796059,0.1,0.21683860260890883,0.02363925142508989,-0.013532778802828424,0.17014845845154808
174.0,0.1006,0.09885016815492688,0.10029480542037358,0.113,-1.270519457962642,0.0987,0.10329520117398751,0.1,0.2851641934469906,0.023873998824905485,-0.01412238964357558,0.029480542037357838
176.0,0.1038,0.1001055165628403,0.09967286125979717,0.1065,-0.6827138740202826,0.1017,0.10235624798870906,0.1,0.7925823435682421,0.053897917390055346,-0.013468112163169912,-0.03271387402028342
178.0,0.0849,0.09735435435384121,0.09624791641584797,0.1097,-1.3452083584152037,0.0955,0.09965755329506024,0.1,0.6914391890087112,0.03745426181560488,-0.005963944994865841,-0.37520835841520356
180.0,0.107,0.10488725789066068,0.09668036793881749,0.1065,-0.9819632061182513,0.0987,0.09912930741533636,0.1,0.30579074705136994,0.014310666304123143,0.0006753191274991993,-0.33196320611825203
182.0,0.1133,0.11042849995688826,0.09902999959394704,0.1162,-1.717000040605296,0.1084,0.10081447299835213,0.1,0.00034883230213309793,0.001611313228499839,0.0026153199396051346,-0.09700004060529677
184.0,0.1101,0.10988989947849562,0.10144741264210026,0.1193,-1.785258735789974,0.1179,0.10390586523951799,0.1,3.5347848470972138e-06,1.3991466717226771e-05,-0.00027950534459537935,0.1447412642100257
186.0,0.1068,0.10607879742495975,0.10303565456862036,0.1097,-0.6664345431379642,0.1211,0.10684993714339835,0.1,9.38235164300336e-06,0.0003972028336616518,-0.006350814481836095,0.3035654568620358
188.0,0.1006,0.10235291283126625,0.10246017988168159,0.113,-1.0539820118318417,0.1114,0.10683359205974895,0.1,0.03600809952302537,0.01164027858221177,-0.011271174245199259,0.24601798816815817
190.0,0.1038,0.10042827901956339,0.1015833200098723,0.1065,-0.49166799901276953,0.1017,0.1047762768057299,0.1,0.21095253439003764,0.022655354394889266,-0.014437814264943852,0.15833200098722966
192.0,0.0973,0.09824961066623353,0.1003133137466413,0.1097,-0.93866862533587,0.1082,0.10466410280844815,0.1,0.5901065859802814,0.04298840632811796,-0.015,0.031331374664129996
194.0,0.091,0.09686634399506995,0.09768033571274776,0.1033,-0.5619664287252246,0.0985,0.10224970656601323,0.1,0.4696567901571898,0.027703903630766063,-0.010360671425495502,-0.23196642872522488
196.0,0.1068,0.10276750431267162,0.09814718439945745,0.1033,-0.5152815600542551,0.105,0.10242070494546285,0.1,0.15466571102439763,0.009619211590956234,-0.006655040224410394,-0.1852815600542554
198.0,0.1131,0.1068842237927079,0.09999945156551177,0.1065,-0.6500548434488231,0.1082,0.10321489871469156,0.1,0.04436692425091192,0.00892784546606189,-0.006653943355433914,-5.4843448824004604e-05
200.0,0.1038,0.1048300154925173,0.10091331343937932,0.116,-1.508668656062069,0.1147,0.10488269453945023,0.1,0.31190825607256434,0.028371941273217613,-0.008480570234192533,0.09133134393793096
202.0,0.0941,0.10029314788649198,0.09950671385845415,0.1097,-1.0193286141545854,0.105,0.10379364196023878,0.1,0.54235697319639,0.037846448694126886,-0.007493997951100825,-0.04932861415458539
204.0,0.0973,0.10039908104960045,0.09811276482860092,0.113,-1.488723517139909,0.0987,0.10182346318863145,0.1,0.4546184349469361,0.02741516157397105,-0.0037195276083026446,-0.18872351713990904
206.0,0.1068,0.10463342839179698,0.09853289089165719,0.113,-1.4467109108342813,0.1019,0.10135903405769585,0.1,0.0506236721799439,0.003991531049408824,-0.0007853093916170145,-0.1467109108342815
208.0,0.1133,0.10821262607036335,0.1010497478498673,0.1065,-0.5450252150132701,0.1179,0.10455090562235773,0.1,2.532515866059533e-05,0.003914788166194892,-0.002884805091351597,0.10497478498672913
210.0,0.1038,0.10473129785642392,0.10181335017563727,0.116,-1.418664982436274,0.1147,0.10587001098321722,0.1,0.257371533165145,0.025632748403176083,-0.006511505442626117,0.181335017563726
212.0,0.0943,0.09992337734240084,0.10019328294808492,0.1097,-0.9506717051915081,0.105,0.10452601049524722,0.1,0.5035840902341944,0.03655068054947417,-0.006898071338795955,0.019328294808491908
214.0,0.0973,0.09969409482079052,0.09859961075161347,0.113,-1.4400389248386534,0.0987,0.10238357122521934,0.1,0.7686009265148707,0.04789584527241926,-0.004097292842022884,-0.14003892483865354
216.0,0.091,0.10045965633533212,0.096706498649864,0.1065,-0.9793501350136,0.1021,0.10140382552910226,0.1,0.5838933880121268,0.030620533288662734,0.002489709858249131,-0.3293501350136008
218.0,0.1068,0.10675514805100472,0.0976850841324377,0.1033,-0.5614915867562298,0.1053,0.10179971638317674,0.1,1.6811309758399315e-05,2.9451707687573093e-05,0.007119541593373732,-0.23149158675623005
220.0,0.1227,0.11260024168595638,0.10158827818671898,0.113,-1.1411721813281026,0.1148,0.10440327210438341,0.1,2.4246546156866723e-06,8.215978887116158e-06,0.003942985219935788,0.15882781867189721
222.0,0.1101,0.10835338218899163,0.10340233637719112,0.1162,-1.2797663622808875,0.1148,0.105920922310641,0.1,2.958758864835623e-06,1.1100871307445622e-05,-0.002861687534446447,0.34023363771911175
224.0,0.1068,0.10508745412972736,0.10354629742654226,0.1193,-1.5753702573457748,0.1084,0.10568155711235683,0.1,4.23875242757446e-06,1.4336069146599213e-05,-0.009954282387530947,0.354629742654225
226.0,0.1101,0.10378047268421961,0.10405661240638973,0.113,-0.8943387593610269,0.1116,0.10635963724370018,0.1,8.043287171273703e-06,0.0001785464079724963,-0.015,0.40566124063897285
228.0,0.1036,0.1015298917569621,0.10281621079770496,0.1065,-0.36837892022950347,0.1021,0.10457347669899085,0.1,0.17078056006580478,0.020100110896372488,-0.015,0.2816210797704957
230.0,0.0941,0.09810282338831461,0.10084075129915418,0.1097,-0.8859248700845825,0.1084,0.10440081522171372,0.1,0.21788126003020886,0.02047158774130693,-0.015,0.08407512991541743
232.0,0.1006,0.09871348051818447,0.10023389031621228,0.1033,-0.30661096837877183,0.1116,0.10527830494314291,0.1,0.7119981195496623,0.050176994845489924,-0.015,0.023389031621227907
234.0,0.082,0.09533185563023744,0.0967968033710095,0.1065,-0.9703196628990496,0.1051,0.10385807842782827,0.1,0.5415785124516107,0.029712001344112945,-0.008593606742018992,-0.3203196628990504
236.0,0.1068,0.10281570591331189,0.09759457063205879,0.1065,-0.8905429367941211,0.1084,0.10435624978715641,0.1,0.1335974801846313,0.006762573469236882,-0.003782748006136552,-0.24054293679412198
238.0,0.1164,0.10816168048677985,0.10005433102880285,0.1162,-1.6145668971197153,0.1085,0.10474466820752686,0.1,1.4531332284271149e-05,9.884063629907907e-05,-0.0038914100637422316,0.00543310288028398
240.0,0.1068,0.10610864516430625,0.10189089172892915,0.1097,-0.7809108271070855,0.1213,0.10746285881947168,0.1,9.044351167146462e-06,0.00047904983777438703,-0.0076731935216005215,0.1890891728929145
242.0,0.1101,0.10397354054862994,0.10212602929219367,0.113,-1.0873970707806337,0.0989,0.10465824707696506,0.1,0.00281009508903173,0.009395585437664543,-0.01192525210598784,0.21260292921936597
244.0,0.1036,0.10150394484113087,0.10164005138838633,0.1065,-0.48599486116136653,0.1051,0.10392981585205478,0.1,0.1882849308981018,0.021868059745158663,-0.015,0.16400513883863266
246.0,0.0973,0.09866218889958503,0.10045184568547884,0.1097,-0.9248154314521168,0.1085,0.10408413057125367,0.1,0.3292143764301638,0.027173402226982394,-0.015,0.045184568547883275
248.0,0.1006,0.09905661445173897,0.09936212332199724,0.1033,-0.3937876678002758,0.1019,0.10287178041448411,0.1,0.5234256418430601,0.03621142477314166,-0.013724246643994478,-0.06378766780027606
250.0,0.0941,0.09924247232364865,0.09788564330161292,0.1067,-0.881435669838708,0.1053,0.10252016691379215,0.1,0.8724535419413283,0.05391103269027004,-0.009495533247220314,-0.2114356698387082
252.0,0.088,0.09958434793091551,0.09552228321448152,0.1002,-0.4677716785518482,0.0989,0.10062347872089908,0.1,0.8393034885246919,0.0446172178697212,-0.0005400996761833338,-0.447771678551849
254.0,0.1068,0.10680528074679614,0.09565973475285913,0.1097,-1.4040265247140873,0.0893,0.09757594410630607,0.1,0.29562608952607317,0.010550461940015224,0.008140430818098413,-0.4340265247140873
256.0,0.1196,0.1143791460189862,0.09918772785570143,0.1128,-1.3612272144298567,0.1085,0.09983964365368812,0.1,8.238831832448828e-06,2.6311405587185025e-05,0.009764975106695564,-0.08122721442985759
258.0,0.1131,0.11291541124660674,0.10204648856510656,0.116,-1.3953511434893442,0.1148,0.10254844233084298,0.1,3.362474779887595e-06,1.0426932357159853e-05,0.0056719979764824485,0.20464885651065579
260.0,0.1131,0.10929334254869766,0.10414103583085213,0.1162,-1.2058964169147868,0.115,0.10471921710242756,0.1,1.9699267874073926e-06,6.505359380489788e-06,-0.0026100736852218004,0.41410358308521245
262.0,0.1068,0.10582645962713448,0.10412778305377651,0.1097,-0.5572216946223494,0.1085,0.10485483143485012,0.1,4.3507055239181375e-06,2.10575935906649e-05,-0.010865639792774814,0.4127783053776507
264.0,0.1006,0.10238678105547176,0.10320911021231365,0.1128,-0.9590889787686352,0.1116,0.10550871639264726,0.2,0.9999729293196042,0.11640183154370813,0.0,-9.679088978768636
266.0,0.1036,0.10060186832675881,0.10231393660686494,0.1065,-0.4186063393135056,0.1053,0.10467223808363185,0.2,0.9999980100778603,0.19823420303263034,0.0,-9.768606339313507
268.0,0.1131,0.11127455436856123,0.10265134671196445,0.116,-1.3348653288035557,0.1085,0.10593051710693697,0.2,0.9999983895942781,0.23996666058546134,0.0,-9.734865328803556
270.0,0.1164,0.11938245472453915,0.10509345413652355,0.1193,-1.4206545863476459,0.1245,0.11113046906693451,0.2,0.9999976223932175,0.18056739153799856,0.0,-9.490654586347647
272.0,0.1354,0.12902030541182455,0.11011790055518253,0.1193,-0.9182099444817473,0.1276,0.11657070213229252,0.2,0.9999959381081958,0.12357018365225558,0.0,-8.988209944481747
274.0,0.1419,0.1376359097860012,0.11614956502213417,0.132,-1.5850434977865842,0.1405,0.12292482291160918,0.2,0.9999937976419907,0.09519078550734274,0.0,-8.385043497786585
276.0,0.1449,0.14476196103690123,0.12180447121836789,0.1478,-2.59955287816321,0.1437,0.12787350131333333,0.2,0.9999711789591097,0.06475828845065447,0.0,-7.819552878163212
278.0,0.158,0.1529474055743107,0.12837759221672207,0.1511,-2.2722407783277943,0.147,0.13240638068239716,0.2,0.9368707937634723,0.050777017807541264,0.0,-7.162240778327794
280.0,0.1614,0.15994508409101194,0.1344267157491166,0.1415,-0.7073284250883383,0.1502,0.1363533220983847,0.2,0.8097155261788891,0.043458920073052514,0.0,-6.557328425088341
282.0,0.1682,0.1660392206726686,0.1406857389810343,0.1577,-1.7014261018965722,0.1568,0.14091282448935577,0.2,0.7260172946688427,0.04093326867293284,0.0,-5.931426101896572
284.0,0.1682,0.16940635265157974,0.14681068109687684,0.1645,-1.768931890312317,0.1737,0.14807874380177233,0.2,0.6341010046729719,0.037263635025082155,0.0,-5.318931890312317
286.0,0.1811,0.1738526983523252,0.15309329485848092,0.1781,-2.500670514151909,0.1703,0.1532106014020002,0.2,0.648437892488305,0.04038310766513634,0.0,-4.690670514151909
