t_s,h1_meas_m,h2_est_m,h2_real_m,error_obs_cm,h3_meas_m,ref_m,u1,u3,t_mhe_ms,t_mpc_ms,t_total_ms,error_ctrl_cm
46.0,0.091,0.09289428195094236,0.1033,-1.0405718049057642,0.089,0.1,0.4991993409283411,0.03207135615763032,25.81334114074707,13.158559799194336,1739.1319274902344,-0.7105718049057643
48.0,0.1006,0.09395436888710315,0.1033,-0.9345631112896852,0.0922,0.1,0.41088125877297005,0.02646765465944008,23.537635803222656,4.1942596435546875,2099.9021530151367,-0.6045631112896854
50.0,0.1006,0.0957636848211784,0.1065,-1.0736315178821592,0.1082,0.1,0.3302701221168854,0.02239646873476108,28.63144874572754,8.662939071655273,2117.215156555176,-0.4236315178821601
52.0,0.1101,0.09767804404028488,0.1,-0.23219559597151274,0.1017,0.1,0.3217121632857299,0.02374624945065675,27.939558029174805,8.329629898071289,2113.1205558776855,-0.23219559597151274
54.0,0.1006,0.0981067467176191,0.1,-0.18932532823809078,0.0985,0.1,0.358191373494089,0.026886300399293413,79.64086532592773,6.715536117553711,2157.2630405426025,-0.18932532823809078
56.0,0.091,0.09751494146639515,0.1033,-0.578505853360485,0.1017,0.1,0.4026741676483097,0.029486615729760503,4.181146621704102,9.626150131225586,2034.7788333892822,-0.2485058533604853
58.0,0.0941,0.09666962369668126,0.097,-0.033037630331873846,0.0922,0.1,0.47185514135375295,0.03371854285091941,23.89073371887207,6.095647811889648,2123.723030090332,-0.3330376303318741
60.0,0.0878,0.09508997866532717,0.1,-0.49100213346728316,0.0858,0.1,0.5033574237477995,0.03448864764689702,4.3697357177734375,9.56869125366211,2090.9438133239746,-0.49100213346728316
62.0,0.091,0.09428084689675242,0.0939,0.038084689675242644,0.089,0.1,0.5529571645227495,0.03746927131946756,4.208564758300781,5.2509307861328125,2108.901262283325,-0.5719153103247582
64.0,0.0851,0.09293879293318472,0.097,-0.40612070668152866,0.0829,0.1,0.5266598397750742,0.03420953819636478,3.0400753021240234,9.71221923828125,2106.2934398651123,-0.7061207066815289
66.0,0.1006,0.09344489888081801,0.097,-0.35551011191819887,0.0858,0.1,0.4416178848696017,0.028180877399452596,4.949092864990234,7.953882217407227,2107.438802719116,-0.6555101119181992
68.0,0.1068,0.0952209033312853,0.1002,-0.4979096668714697,0.0985,0.1,0.38938738595730105,0.02615827631144043,3.589630126953125,7.591485977172852,2106.008529663086,-0.4779096668714705
70.0,0.1006,0.09634291821118127,0.1033,-0.6957081788818736,0.1017,0.1,0.3391031941454209,0.02366773955468952,3.04412841796875,9.94253158569336,2114.220142364502,-0.3657081788818739
72.0,0.1006,0.09758892015492586,0.1033,-0.5711079845074143,0.1114,0.1,0.3869365995910342,0.02856971017255033,4.840612411499023,9.645223617553711,2107.7189445495605,-0.2411079845074146
74.0,0.091,0.0966726469958758,0.1065,-0.9827353004124197,0.0922,0.1,0.4066937321003147,0.029096501512782084,5.18345832824707,9.016036987304688,2106.873035430908,-0.3327353004124206
76.0,0.0973,0.09645172610466896,0.097,-0.05482738953310473,0.0955,0.1,0.4387902257025507,0.031049977811560946,302.5369644165039,8.06879997253418,2411.2160205841064,-0.354827389533105
78.0,0.0878,0.09566747026465888,0.0905,0.5167470264658885,0.0987,0.1,0.49704593719618323,0.03480256297557019,72.5104808807373,9.20557975769043,1876.8723011016846,-0.4332529735341123
80.0,0.0822,0.09424056912603104,0.0939,0.03405691260310456,0.0922,0.1,0.5194749124493228,0.03517484824562527,182.15632438659668,7.31968879699707,2214.6618366241455,-0.5759430873968963
82.0,0.0849,0.09363538296188065,0.097,-0.3364617038119355,0.0955,0.1,0.507793672132692,0.03359230663446877,43.35904121398926,10.239839553833008,1971.5454578399658,-0.6364617038119358
84.0,0.0973,0.09380833349977337,0.097,-0.31916665002266337,0.0858,0.1,0.45778195876095923,0.02995027935684217,8.003473281860352,5.738258361816406,2066.584587097168,-0.6191666500226636
86.0,0.0973,0.09479414721084689,0.1,-0.5205852789153115,0.1017,0.1,0.4107906208439962,0.027477653996128393,10.236978530883789,8.035659790039062,2119.1887855529785,-0.5205852789153115
88.0,0.1038,0.09584734820238437,0.1065,-1.0652651797615627,0.0955,0.1,0.3438187237841058,0.023522625538249145,28.059005737304688,8.598804473876953,2125.3042221069336,-0.41526517976156335
90.0,0.1101,0.09750231299552753,0.1033,-0.5797687004472474,0.1017,0.1,0.33705886218952447,0.024615412210737837,4.775762557983398,9.11855697631836,2084.747076034546,-0.24976870044724764
92.0,0.1006,0.09781685653685647,0.1,-0.2183143463143536,0.0985,0.1,0.3705991649548062,0.02745884495709391,26.778459548950195,8.05211067199707,2128.2007694244385,-0.2183143463143536
94.0,0.091,0.09722456495836569,0.1033,-0.6075435041634312,0.1017,0.1,0.4357713574830962,0.03173481010347799,4.561901092529297,8.639335632324219,2092.923164367676,-0.2775435041634314
96.0,0.0849,0.09581905024048977,0.097,-0.1180949759510233,0.0955,0.1,0.46526847311985425,0.032489474342192085,6.210803985595703,8.043527603149414,2107.8126430511475,-0.4180949759510236
98.0,0.0878,0.09509147340827433,0.1002,-0.5108526591725671,0.0987,0.1,0.520613949719487,0.035996134716868536,48.86960983276367,8.821964263916016,2151.061773300171,-0.4908526591725679
100.0,0.0822,0.09364785893288172,0.0938,-0.015214106711827768,0.089,0.1,0.5554305922790809,0.03733756538512507,4.275321960449219,9.613752365112305,2063.671112060547,-0.6352141067118289
102.0,0.088,0.0927778924953811,0.0939,-0.11221075046188994,0.0829,0.1,0.4821492804008245,0.030746389557982538,25.653839111328125,6.810188293457031,2132.391929626465,-0.7222107504618908
104.0,0.1038,0.0943063350080588,0.097,-0.2693664991941208,0.0985,0.1,0.3961764987188421,0.025719867936503518,423.9523410797119,8.02302360534668,2507.4520111083984,-0.5693664991941211
106.0,0.1068,0.09610212388116955,0.1002,-0.4097876118830446,0.1017,0.1,0.3530262452759596,0.024501249844696354,4.724740982055664,9.17816162109375,1687.654972076416,-0.3897876118830454
108.0,0.1068,0.09720807507597636,0.1097,-1.249192492402365,0.0955,0.1,0.3603336444500518,0.026199486063142523,24.7955322265625,7.573604583740234,1813.3845329284668,-0.27919249240236504
110.0,0.0973,0.09726940581792735,0.1002,-0.29305941820726433,0.0985,0.1,0.38836216051145994,0.0282737674321185,3.2987594604492188,9.84811782836914,2086.5399837493896,-0.27305941820726515
112.0,0.091,0.0968012535641591,0.1065,-0.9698746435840899,0.1017,0.1,0.44686930261942953,0.03214321375578651,4.465818405151367,7.894992828369141,2112.246036529541,-0.31987464358409073
114.0,0.0849,0.09549541324107008,0.097,-0.1504586758929921,0.0955,0.1,0.4714828230640142,0.03268229998979911,5.186796188354492,8.886337280273438,2108.816623687744,-0.4504586758929924
116.0,0.0878,0.09487658038408774,0.1,-0.512341961591227,0.0987,0.1,0.5453665228933371,0.03771522637728342,4.039287567138672,9.536504745483398,2113.924980163574,-0.512341961591227
118.0,0.082,0.09307975452661707,0.0939,-0.08202454733829273,0.08,0.1,0.5297940986522857,0.03470615537973834,3.1578540802001953,9.37962532043457,2098.8242626190186,-0.6920245473382935
120.0,0.1006,0.09345132718777356,0.0938,-0.03486728122264332,0.0829,0.1,0.4544949426960752,0.029122016675698855,2.9354095458984375,10.562419891357422,2114.764928817749,-0.6548672812226444
122.0,0.1038,0.09497523958396174,0.097,-0.20247604160382598,0.0985,0.1,0.41118031122524534,0.027532413438211004,208.09197425842285,8.646488189697266,2317.5649642944336,-0.5024760416038263
124.0,0.0973,0.09583140084793211,0.1002,-0.4368599152067887,0.1017,0.1,0.34009292925187745,0.023227035634041892,7.074594497680664,7.330179214477539,1897.0458507537842,-0.4168599152067895
126.0,0.107,0.09755429655787982,0.1065,-0.8945703442120173,0.1082,0.1,0.296523929914641,0.021617498514878545,5.574226379394531,9.037256240844727,2107.6347827911377,-0.24457034421201812
128.0,0.107,0.09868493055337797,0.097,0.16849305533779696,0.105,0.1,0.32310413148419426,0.02476282333819216,3.5402774810791016,8.599519729614258,2112.581253051758,-0.1315069446622033
130.0,0.0973,0.09830342718583478,0.1002,-0.18965728141652205,0.0985,0.1,0.3678562498362366,0.02767094841722284,6.90770149230957,7.802724838256836,2109.5187664031982,-0.16965728141652286
132.0,0.091,0.09744669544004435,0.1033,-0.5853304559955654,0.1017,0.1,0.3798173358873528,0.027533611440358704,295.46546936035156,4.420280456542969,2392.6663398742676,-0.25533045599556575
134.0,0.0941,0.09717418001734335,0.097,0.0174180017343345,0.105,0.1,0.4488599086807037,0.03248110587754449,4.291296005249023,9.485244750976562,1819.950819015503,-0.28258199826566577
136.0,0.0878,0.09555313056963968,0.1002,-0.4646869430360315,0.0858,0.1,0.45077916150330966,0.031001072317604846,4.180431365966797,4.999876022338867,2109.614133834839,-0.4446869430360323
138.0,0.1006,0.09555678190223038,0.1,-0.44432180977696245,0.089,0.1,0.3820608374293494,0.02556185320193153,28.427839279174805,8.792400360107422,2135.7815265655518,-0.44432180977696245
140.0,0.1038,0.09692861152923869,0.097,-0.00713884707613105,0.1082,0.1,0.3413627128722207,0.023998857394124926,4.985570907592773,7.805347442626953,2082.9620361328125,-0.3071388470761313
142.0,0.1038,0.09773943531639914,0.1065,-0.8760564683600855,0.1017,0.1,0.3709372368699261,0.027308934415630814,4.967451095581055,8.077144622802734,2120.6233501434326,-0.2260564683600863
144.0,0.0943,0.0971397942861257,0.097,0.013979428612569123,0.0955,0.1,0.4200891862835964,0.03050870205410338,24.779081344604492,10.397195816040039,2121.741771697998,-0.28602057138743114
146.0,0.0878,0.09609817147384436,0.1,-0.3901828526155643,0.0985,0.1,0.4968826280746823,0.035283723497464566,25.285959243774414,2.582073211669922,2100.356101989746,-0.3901828526155643
148.0,0.0822,0.09433401885126927,0.0939,0.043401885126927164,0.089,0.1,0.5257229074511248,0.035706639522610724,1.3089179992675781,12.341976165771484,2093.0633544921875,-0.5665981148730737
150.0,0.0849,0.09355002898829602,0.097,-0.3449971011703981,0.0955,0.1,0.474301091193139,0.030903024679835966,20.951509475708008,9.85097885131836,2124.9561309814453,-0.6449971011703983
152.0,0.0973,0.09451782418297139,0.1,-0.5482175817028617,0.1019,0.1,0.4283264535037338,0.028434486967869908,3.077268600463867,10.416746139526367,2096.57883644104,-0.5482175817028617
154.0,0.1006,0.09544870637674255,0.1065,-1.105129362325745,0.0955,0.1,0.3500036788208031,0.023559382233512824,5.248308181762695,8.614063262939453,2114.30287361145,-0.45512936232574575
156.0,0.1101,0.09734230492230964,0.1002,-0.28576950776903615,0.1019,0.1,0.3250602906121312,0.023519384646933535,296.4611053466797,9.137868881225586,2399.414300918579,-0.26576950776903696
158.0,0.0973,0.09797630575675344,0.1002,-0.222369424324656,0.1082,0.1,0.32412295372658007,0.02416842988920705,4.595279693603516,7.639884948730469,1805.9303760528564,-0.20236942432465682
160.0,0.1006,0.09821593263085229,0.1033,-0.508406736914771,0.1019,0.1,0.3432489977007871,0.02571001869524659,3.1762123107910156,9.094953536987305,2114.180326461792,-0.17840673691477127
162.0,0.0943,0.09789102166229964,0.1065,-0.8608978337700357,0.1051,0.1,0.5227761327462226,0.03922705452173361,5.122661590576172,7.700920104980469,2106.2161922454834,-0.2108978337700365
164.0,0.062,0.09371448400469307,0.1,-0.628551599530694,0.0859,0.1,0.5474003277753406,0.03696164709830347,4.353046417236328,8.366584777832031,2108.393907546997,-0.628551599530694
166.0,0.0941,0.09324029100879852,0.1,-0.6759708991201485,0.089,0.1,0.4696475579052459,0.030012400164544845,4.857778549194336,8.609533309936523,2113.8956546783447,-0.6759708991201485
168.0,0.1006,0.09464593963963079,0.1063,-1.1654060360369214,0.105,0.1,0.4032458441799294,0.02656796729798777,22.58896827697754,7.008075714111328,2123.5127449035645,-0.5354060360369215
170.0,0.1038,0.09595508554065768,0.1096,-1.3644914459342323,0.0985,0.1,0.34732689915463133,0.023924582843882554,3.129720687866211,10.787487030029297,2091.1457538604736,-0.4044914459342325
172.0,0.1038,0.09730464171548617,0.1065,-0.919535828451383,0.105,0.1,0.33998598590824874,0.024767382866609282,2.657651901245117,9.809494018554688,2105.6230068206787,-0.2695358284513838
174.0,0.0941,0.09759409673320593,0.1096,-1.2005903266794071,0.1082,0.1,0.34555048045017583,0.025475212477578817,5.223989486694336,7.24482536315918,2106.3613891601562,-0.24059032667940738
176.0,0.1006,0.09770038224777298,0.1033,-0.5599617752227017,0.0987,0.1,0.43425596477962797,0.032199530151335115,4.295825958251953,8.620023727416992,2106.619119644165,-0.22996177522270206
178.0,0.0822,0.09574265046370402,0.1065,-1.075734953629598,0.0922,0.1,0.4891526637134848,0.034439041351074604,2.1545886993408203,10.210752487182617,2113.9068603515625,-0.42573495362959873
180.0,0.0851,0.09450878197735633,0.097,-0.2491218022643668,0.0955,0.1,0.5299324301239127,0.03625071662432849,5.51605224609375,7.964849472045898,2108.3884239196777,-0.5491218022643671
182.0,0.0793,0.09333236535339914,0.1033,-0.9967634646600859,0.0985,0.1,0.5033604554937823,0.033086017854297066,1.3272762298583984,7.169961929321289,2101.8850803375244,-0.6667634646600862
184.0,0.0973,0.09382139204591686,0.0938,0.002139204591686261,0.0922,0.1,0.43385190905346815,0.028196817415128812,1.338958740234375,11.257410049438477,2111.412763595581,-0.6178607954083148
186.0,0.1038,0.09529979507370272,0.097,-0.17002049262972857,0.0985,0.1,0.4076035703219238,0.027781556425045536,4.288196563720703,8.78763198852539,2110.520601272583,-0.47002049262972884
188.0,0.1006,0.0959335189037561,0.1033,-0.736648109624391,0.0922,0.1,0.37777142835888405,0.02622510093736923,3.3080577850341797,9.66024398803711,2111.4165782928467,-0.40664810962439124
190.0,0.1006,0.09676129302045379,0.1033,-0.6538706979546214,0.1019,0.1,0.4160234281679145,0.029885628418056445,4.683971405029297,6.89244270324707,2105.0124168395996,-0.3238706979546216
192.0,0.091,0.09600670570354662,0.1065,-1.0493294296453377,0.0922,0.1,0.4684476003289747,0.03313255133452409,3.728151321411133,8.75234603881836,2106.56476020813,-0.3993294296453384
194.0,0.0851,0.09488239161440942,0.097,-0.21176083855905803,0.0955,0.1,0.5175236979832069,0.03573829489670895,71.26426696777344,10.952472686767578,2183.560848236084,-0.5117608385590583
196.0,0.0793,0.09363686288914905,0.0907,0.29368628891490445,0.0987,0.1,0.49890132432906603,0.03303768433800024,2.701997756958008,9.900569915771484,2037.858247756958,-0.6363137110850958
198.0,0.0973,0.09399098516811653,0.1033,-0.9309014831883469,0.0922,0.1,0.42176562629054243,0.02739780370048637,48.6447811126709,9.349584579467773,2152.2984504699707,-0.6009014831883472
200.0,0.1006,0.09556825510540248,0.1065,-1.0931744894597515,0.1084,0.1,0.3850525802267174,0.02634917223139023,6.127119064331055,8.152484893798828,2063.581705093384,-0.44317448945975224
202.0,0.0973,0.09638652445950133,0.1033,-0.6913475540498676,0.1019,0.1,0.3798487060783662,0.02692739579650769,41.50533676147461,7.349967956542969,2149.2295265197754,-0.36134755404986785
204.0,0.0973,0.09666625257838748,0.1002,-0.35337474216125125,0.0987,0.1,0.3998477168139448,0.028670120485539498,2.8858184814453125,10.367870330810547,2072.1046924591064,-0.33337474216125207
206.0,0.091,0.09631703790284805,0.1033,-0.6982962097151948,0.1017,0.1,0.3990599029299971,0.028176560975341106,4.575014114379883,8.475065231323242,2106.7116260528564,-0.3682962097151951
208.0,0.0941,0.09637058305343804,0.097,-0.06294169465619615,0.1051,0.1,0.46306390451534263,0.0330896527922032,6.227254867553711,9.068727493286133,2109.211206436157,-0.3629416946561964
210.0,0.0878,0.09492352891488642,0.1002,-0.5276471085113574,0.0859,0.1,0.4974994624753316,0.03427789622712295,3.738880157470703,8.29005241394043,2111.837387084961,-0.5076471085113582
212.0,0.091,0.09419939312891863,0.1033,-0.9100606871081371,0.089,0.1,0.5272404345156013,0.03569777128881359,5.040168762207031,6.8073272705078125,2105.6606769561768,-0.5800606871081373
214.0,0.0849,0.09337814990540935,0.097,-0.36218500945906507,0.0922,0.1,0.5264302920236457,0.03484449784094312,1.9979476928710938,5.753993988037109,2101.785659790039,-0.6621850094590653
216.0,0.0941,0.09334171443175018,0.097,-0.36582855682498194,0.0858,0.1,0.43565141479477715,0.02779623392174162,0.0,12.119054794311523,2111.5472316741943,-0.6658285568249822
218.0,0.107,0.09533888879506702,0.1002,-0.48611112049329747,0.1017,0.1,0.39677882997064734,0.02686346251442426,4.189014434814453,4.2667388916015625,2110.6324195861816,-0.4661111204932983
220.0,0.1006,0.096182729324243,0.1065,-1.0317270675756995,0.0955,0.1,0.35751511628282506,0.024917082262807855,23.49710464477539,5.539655685424805,2127.9654502868652,-0.38172706757570035
222.0,0.1038,0.09725015888594946,0.0939,0.33501588859494585,0.1017,0.1,0.3823636347859939,0.02778298502799775,5.094289779663086,8.141040802001953,2098.071813583374,-0.27498411140505497
224.0,0.0941,0.09682639311297242,0.097,-0.01736068870275831,0.0955,0.1,0.45665906760367997,0.03297793720560652,4.689931869506836,9.250402450561523,2101.43780708313,-0.3173606887027586
226.0,0.0878,0.09530774030405825,0.1,-0.4692259695941753,0.0858,0.1,0.4945496954484238,0.034168824374005737,5.170345306396484,5.1288604736328125,2103.3236980438232,-0.4692259695941753
228.0,0.091,0.09449205351493889,0.0938,0.06920535149388951,0.089,0.1,0.5463635337573038,0.03716474429341991,22.684335708618164,9.13238525390625,2136.10577583313,-0.5507946485061116
230.0,0.0849,0.09316914474642236,0.097,-0.3830855253577639,0.0831,0.1,0.49631267640212234,0.032054408052063346,6.211042404174805,8.588552474975586,2089.975357055664,-0.6830855253577641
232.0,0.1006,0.09419631284914129,0.0938,0.03963128491412948,0.0955,0.1,0.4245954583607155,0.027582462451645525,1.323699951171875,10.701417922973633,2104.907274246216,-0.5803687150858716
234.0,0.1038,0.09564767871177221,0.097,-0.13523212882277924,0.0987,0.1,0.33786489188876784,0.022682712191703574,3.5734176635742188,9.173154830932617,2115.095376968384,-0.4352321288227795
236.0,0.1101,0.09762744947814761,0.1033,-0.5672550521852393,0.1051,0.1,0.32154534971900345,0.023540722659877274,5.203485488891602,8.356571197509766,2108.0684661865234,-0.23725505218523957
238.0,0.1006,0.09811801187204097,0.1033,-0.5181988127959031,0.1019,0.1,0.3825426989891652,0.02872108866325113,458.0273628234863,7.596015930175781,2558.763265609741,-0.18819881279590334
240.0,0.091,0.09697870578293818,0.1065,-0.9521294217061813,0.0922,0.1,0.4058714437630239,0.029165274389897376,5.202054977416992,9.142637252807617,1655.695915222168,-0.30212942170618207
242.0,0.0973,0.09663086058641797,0.097,-0.03691394135820342,0.0955,0.1,0.43883912281116166,0.03107594637456478,4.243135452270508,8.010387420654297,1755.0435066223145,-0.3369139413582037
244.0,0.0878,0.09576388139042157,0.1034,-0.7636118609578441,0.0987,0.1,0.4542312232719519,0.031455574886582405,21.842479705810547,8.322954177856445,2132.5325965881348,-0.42361186095784403
246.0,0.0943,0.09534365466953675,0.0938,0.1543654669536751,0.0922,0.1,0.5161856173557359,0.03588879564412077,50.44126510620117,8.344173431396484,2135.0767612457275,-0.465634533046326
248.0,0.0764,0.09371886341526939,0.097,-0.3281136584730615,0.0955,0.1,0.6018751838485965,0.04120376829789465,331.3720226287842,4.777431488037109,2384.877920150757,-0.6281136584730618
250.0,0.0706,0.09158859583459826,0.0907,0.08885958345982575,0.089,0.1,0.5987942969255006,0.038783922037382894,3.3309459686279297,8.260726928710938,1785.0613594055176,-0.8411404165401746
252.0,0.0943,0.09160109386291272,0.0907,0.09010938629127191,0.08,0.1,0.4878216264205651,0.030061171288775505,125.61416625976562,8.758783340454102,2234.1253757476807,-0.8398906137087283
254.0,0.1036,0.09387217725570773,0.1033,-0.9427822744292269,0.105,0.1,0.38482023079839245,0.02463477491489734,69.92936134338379,8.463621139526367,2058.295726776123,-0.6127822744292272
256.0,0.1068,0.09607547612858483,0.1033,-0.7224523871415173,0.105,0.1,0.36935758292879434,0.025988396545400656,420.12715339660645,11.12508773803711,2453.3636569976807,-0.39245238714151753
258.0,0.0973,0.09660871682195935,0.1,-0.33912831780406605,0.0985,0.1,0.40260298794058313,0.029106180603286076,6.942987442016602,7.389307022094727,1690.3071403503418,-0.33912831780406605
260.0,0.0878,0.09611853340923562,0.1033,-0.7181466590764379,0.1019,0.1,0.40190617244155824,0.02834731965903039,49.974918365478516,8.234262466430664,1846.210241317749,-0.3881466590764382
262.0,0.0941,0.09630289793814668,0.097,-0.06971020618533191,0.105,0.1,0.46141089555422615,0.03287839194701794,19.71578598022461,8.873462677001953,2073.4810829162598,-0.3697102061853322
264.0,0.0878,0.09500760510432872,0.1,-0.49923948956712844,0.0859,0.2,0.9999959126067315,0.9999649393498002,2.2029876708984375,18.675565719604492,2099.8167991638184,-10.49923948956713
266.0,0.091,0.09436785750233158,0.0938,0.056785750233158405,0.089,0.2,0.9999997853116163,0.999997645944214,7.874965667724609,14.881610870361328,2109.1251373291016,-10.563214249766844
268.0,0.1036,0.096796167425688,0.1033,-0.6503832574312002,0.0922,0.2,0.9999997569632116,0.9999892051488137,24.104833602905273,25.084495544433594,2146.9078063964844,-10.320383257431201
270.0,0.1038,0.10045312229666274,0.1096,-0.9146877703337262,0.1019,0.2,0.9999997160429717,0.9063657571747508,5.513191223144531,19.68669891357422,2072.009563446045,-9.954687770333727
272.0,0.1228,0.10633562863475911,0.1193,-1.2964371365240894,0.1147,0.2,0.999999666951608,0.7870910239578626,5.700588226318359,13.538360595703125,2106.144905090332,-9.366437136524091
274.0,0.1259,0.11270537731779842,0.1288,-1.6094622682201576,0.1306,0.2,0.9999995978773625,0.6681866026629308,5.065679550170898,13.67807388305664,2106.598377227783,-8.729462268220159
276.0,0.1386,0.11999259579856275,0.1352,-1.5207404201437236,0.1436,0.2,0.9999995173072938,0.5740671664624392,6.62684440612793,17.46654510498047,2119.7593212127686,-8.000740420143726
278.0,0.1449,0.12685827903280197,0.1478,-2.0941720967198014,0.1436,0.2,0.9999994232375704,0.4978197264937371,6.195783615112305,14.868736267089844,2104.1202545166016,-7.314172096719804
280.0,0.1482,0.13312818779861837,0.1511,-1.7971812201381638,0.1468,0.2,0.9999984836683954,0.4126583719137295,6.533384323120117,14.346599578857422,2114.2702102661133,-6.6871812201381635
282.0,0.1682,0.14041750536434175,0.1543,-1.3882494635658245,0.1531,0.2,0.9999990222202069,0.3379336671061375,6.113529205322266,10.567665100097656,2102.123022079468,-5.958249463565826
284.0,0.175,0.1474090156247147,0.1645,-1.7090984375285307,0.1567,0.2,0.9999986413881016,0.2701520381399464,5.201101303100586,12.205123901367188,2100.7206439971924,-5.259098437528531
286.0,0.1818,0.15428359174447723,0.1713,-1.701640825552278,0.1635,0.2,0.9999979638480067,0.21090587488122434,4.687070846557617,9.647369384765625,2111.351490020752,-4.5716408255522785
288.0,0.1885,0.16092521753865227,0.1781,-1.7174782461347737,0.1699,0.2,0.9999964441497606,0.15987347325564352,7.373571395874023,9.796857833862305,2110.0332736968994,-3.907478246134774
290.0,0.1952,0.16744480717043633,0.1849,-1.7455192829563675,0.1767,0.2,0.9999840485400843,0.12388984926289928,5.269527435302734,10.642766952514648,2106.4088344573975,-3.2555192829563677
292.0,0.1919,0.1728795103607693,0.1917,-1.882048963923072,0.1833,0.2,0.9397320116117341,0.08564672760270597,0.0,15.219688415527344,2106.771230697632,-2.7120489639230723
294.0,0.1987,0.17897003987105548,0.1983,-1.9329960128944528,0.2034,0.2,0.7463963711713856,0.05760955733630487,0.0,14.05477523803711,2096.4441299438477,-2.1029960128944536
